Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
1,Alex Abrines\abrinal01,SG,25,OKC,29,2,19.8,1.9,5.3,.359,1.4,4.3,.323,0.5,1.0,.517,.490,0.4,0.4,.923,0.2,1.4,1.6,0.7,0.6,0.2,0.5,1.8,5.6
2,Jaylen Adams\adamsja01,PG,22,ATL,8,0,3.4,0.3,0.8,.333,0.3,0.6,.400,0.0,0.1,.000,.500,0.0,0.0,,0.0,0.4,0.4,0.5,0.1,0.1,0.1,0.0,0.8
3,Steven Adams\adamsst01,C,25,OKC,32,32,33.6,6.8,11.3,.595,0.0,0.0,,6.8,11.3,.595,.595,2.6,4.7,.550,4.9,5.0,9.9,1.6,1.4,0.8,1.6,2.3,16.1
4,Bam Adebayo\adebaba01,C,21,MIA,33,5,20.8,2.7,5.2,.520,0.0,0.2,.200,2.7,5.1,.530,.523,1.9,2.8,.703,2.1,4.8,7.0,1.9,0.7,0.9,1.3,2.6,7.4
5,DeVaughn Akoon-Purcell\akoonde01,SG,25,DEN,7,0,3.1,0.4,1.4,.300,0.0,0.6,.000,0.4,0.9,.500,.300,0.1,0.3,.500,0.1,0.4,0.6,0.9,0.3,0.0,0.3,0.6,1.0
6,LaMarcus Aldridge\aldrila01,C,33,SAS,35,35,32.1,7.5,15.4,.489,0.1,0.4,.154,7.5,15.1,.497,.491,3.7,4.5,.828,3.0,6.2,9.1,2.1,0.5,1.1,1.8,2.1,18.9
7,Rawle Alkins\alkinra01,SG,21,CHI,2,0,2.0,0.5,2.0,.250,0.5,0.5,1.000,0.0,1.5,.000,.375,0.0,0.0,,1.5,0.0,1.5,1.0,0.5,0.0,0.0,0.0,1.5
8,Grayson Allen\allengr01,SG,23,UTA,17,1,9.7,1.2,3.6,.323,0.6,2.4,.268,0.5,1.2,.429,.411,1.1,1.5,.720,0.1,0.2,0.3,0.4,0.1,0.0,0.6,1.1,4.1
9,Jarrett Allen\allenja01,C,20,BRK,34,34,27.1,4.6,7.7,.594,0.1,0.7,.167,4.4,7.0,.637,.602,2.6,3.6,.727,2.6,5.6,8.2,1.6,0.5,1.4,1.3,2.5,11.8
10,Al-Farouq Aminu\aminual01,PF,28,POR,34,34,30.0,3.1,7.1,.430,1.4,3.9,.353,1.7,3.2,.523,.527,1.6,2.0,.812,1.3,6.6,7.9,0.8,1.0,0.3,0.9,2.1,9.1
11,Justin Anderson\anderju01,SG,25,ATL,15,0,7.8,1.5,3.1,.478,0.3,1.3,.200,1.2,1.7,.692,.522,0.7,0.7,.909,0.4,1.1,1.5,0.6,0.5,0.2,0.3,1.0,3.9
12,Kyle Anderson\anderky01,SF,25,MEM,33,30,29.4,3.2,6.1,.522,0.2,0.7,.261,3.0,5.4,.556,.537,0.8,1.3,.636,1.1,5.0,6.1,2.9,1.3,0.8,1.2,2.6,7.4
13,Ryan Anderson\anderry01,PF,30,PHO,15,8,18.5,1.3,4.0,.317,0.5,2.3,.206,0.8,1.7,.462,.375,0.7,0.9,.786,0.9,2.1,3.0,1.1,0.2,0.1,0.8,1.5,3.7
14,Ike Anigbogu\anigbik01,C,20,IND,3,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.3,0.3,0.0,0.0
15,Giannis Antetokounmpo\antetgi01,PF,24,MIL,31,31,33.9,9.9,16.9,.584,0.3,2.3,.127,9.6,14.6,.656,.593,6.3,9.1,.698,2.5,10.3,12.8,5.9,1.3,1.4,4.3,3.4,26.4
16,Carmelo Anthony\anthoca01,PF,34,HOU,10,2,29.4,4.9,12.1,.405,2.1,6.4,.328,2.8,5.7,.491,.492,1.5,2.2,.682,0.9,4.5,5.4,0.5,0.4,0.7,0.8,3.2,13.4
17,OG Anunoby\anunoog01,SF,21,TOR,30,5,20.8,3.2,7.3,.445,1.2,3.7,.324,2.0,3.6,.570,.528,0.2,0.8,.292,0.8,2.3,3.1,0.6,0.7,0.3,0.7,2.3,7.9
18,Ryan Arcidiacono\arcidry01,PG,24,CHI,34,23,28.4,2.4,5.3,.453,1.4,3.6,.402,1.0,1.7,.559,.588,0.7,0.9,.833,0.3,2.4,2.7,3.9,1.1,0.0,0.9,2.4,7.0
19,Trevor Ariza\arizatr01,SF,33,TOT,31,31,34.8,3.6,9.5,.375,2.0,5.8,.350,1.5,3.7,.414,.481,1.4,1.6,.843,0.6,5.0,5.6,3.4,1.7,0.3,1.6,1.8,10.6
20,D.J. Augustin\augusdj01,PG,31,ORL,33,33,27.9,3.5,7.9,.450,1.6,3.8,.425,1.9,4.0,.474,.554,2.1,2.4,.886,0.5,1.7,2.2,4.8,0.5,0.0,1.4,1.4,10.8
21,Deandre Ayton\aytonde01,C,20,PHO,35,34,31.0,7.2,12.0,.599,0.0,0.1,.000,7.2,12.0,.601,.599,1.9,2.5,.770,2.9,7.9,10.9,2.3,0.6,1.0,1.9,2.9,16.3
22,Dwayne Bacon\bacondw01,SG,23,CHO,17,0,12.4,2.2,4.2,.521,0.6,1.1,.526,1.6,3.1,.519,.592,0.6,0.7,.833,0.1,1.6,1.8,0.8,0.2,0.0,0.5,1.4,5.5
23,Marvin Bagley\baglema01,PF,19,SAC,26,0,23.1,4.8,9.0,.536,0.3,1.0,.346,4.5,8.0,.560,.556,2.7,4.0,.683,2.4,3.7,6.1,0.9,0.4,1.0,1.7,2.0,12.7
24,Ron Baker\bakerro01,SG,25,TOT,13,0,10.5,0.3,1.4,.222,0.1,0.8,.091,0.2,0.5,.429,.250,0.4,0.5,.833,0.1,0.7,0.8,1.1,0.5,0.1,0.3,1.4,1.1
24,Ron Baker\bakerro01,SG,25,NYK,11,0,9.7,0.4,1.5,.250,0.1,0.8,.111,0.3,0.6,.429,.281,0.5,0.5,.833,0.1,0.5,0.6,1.2,0.5,0.0,0.3,1.5,1.3
24,Ron Baker\bakerro01,SG,25,WAS,2,0,15.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.5,1.5,0.5,0.5,0.5,0.5,1.0,0.0
25,Wade Baldwin\baldwwa01,PG,22,POR,11,0,5.5,0.6,2.0,.318,0.2,0.6,.286,0.5,1.4,.333,.364,0.3,0.5,.600,0.1,0.6,0.7,0.7,0.0,0.2,0.8,0.5,1.7
26,Lonzo Ball\balllo01,PG,21,LAL,34,32,28.9,3.5,8.9,.396,1.4,4.5,.307,2.1,4.4,.487,.474,0.4,0.9,.517,1.1,4.1,5.1,4.7,1.5,0.4,2.1,2.3,8.9
27,Mohamed Bamba\bambamo01,C,20,ORL,32,1,16.9,2.6,5.6,.464,0.6,1.8,.310,2.0,3.8,.537,.514,0.7,1.3,.550,1.3,3.3,4.7,1.1,0.3,1.3,0.8,2.2,6.4
28,J.J. Barea\bareajo01,PG,34,DAL,30,0,20.1,4.6,10.5,.439,1.0,3.2,.320,3.6,7.2,.493,.489,1.5,2.1,.730,0.3,2.2,2.5,5.6,0.6,0.0,1.8,1.2,11.8
29,Harrison Barnes\barneha02,SF,26,DAL,29,29,32.0,6.3,14.8,.426,2.6,6.3,.418,3.7,8.6,.431,.514,3.1,3.9,.796,0.8,3.3,4.1,1.1,0.7,0.3,1.4,1.7,18.3
30,Will Barton\bartowi01,SG,28,DEN,2,2,27.0,6.0,10.5,.571,2.5,4.5,.556,3.5,6.0,.583,.690,2.0,2.0,1.000,0.0,5.0,5.0,3.0,0.5,1.0,1.5,2.5,16.5
31,Keita Bates-Diop\bateske01,SF,23,MIN,2,0,9.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.5,2.0
32,Nicolas Batum\batumni01,SF,30,CHO,33,33,30.6,3.5,7.5,.458,1.3,3.4,.393,2.1,4.2,.511,.546,0.8,0.9,.806,0.9,4.1,5.0,3.4,0.8,0.4,1.6,1.8,9.0
33,Jerryd Bayless\bayleje01,PG,30,MIN,3,0,10.0,1.7,4.7,.357,1.0,2.0,.500,0.7,2.7,.250,.464,0.3,0.3,1.000,0.3,0.3,0.7,2.0,0.3,0.0,1.0,1.3,4.7
34,Aron Baynes\baynear01,C,32,BOS,25,9,14.2,1.9,4.2,.452,0.5,1.5,.324,1.4,2.7,.522,.510,1.2,1.4,.861,1.6,2.7,4.2,1.2,0.2,0.4,0.7,2.2,5.5
35,Kent Bazemore\bazemke01,SG,29,ATL,33,28,27.5,5.0,11.3,.445,1.5,4.7,.329,3.5,6.6,.528,.513,2.4,3.1,.767,0.6,3.3,3.9,2.6,1.7,1.0,2.1,2.6,14.0
36,Bradley Beal\bealbr01,SG,25,WAS,35,35,36.6,8.8,18.5,.474,2.3,6.8,.339,6.5,11.7,.553,.536,3.6,4.6,.783,0.9,3.9,4.8,4.7,1.1,0.9,2.5,3.0,23.5
37,Malik Beasley\beaslma01,SG,22,DEN,32,0,20.0,3.3,7.4,.451,1.4,3.8,.377,1.9,3.6,.530,.549,0.4,0.5,.867,0.4,2.1,2.6,1.1,0.6,0.1,0.5,1.5,8.5
38,Michael Beasley\beaslmi01,PF,30,LAL,10,0,7.1,1.9,3.7,.514,0.1,0.4,.250,1.8,3.3,.545,.527,0.5,0.6,.833,0.3,1.1,1.4,0.3,0.2,0.0,0.7,1.5,4.4
39,Marco Belinelli\belinma01,SG,32,SAS,34,0,21.9,3.5,8.8,.397,1.9,5.0,.373,1.6,3.9,.427,.502,1.1,1.3,.867,0.2,1.9,2.2,1.9,0.5,0.1,0.7,1.5,10.0
40,Jordan Bell\belljo01,C,24,GSW,33,1,12.0,1.1,2.2,.500,0.0,0.0,.000,1.1,2.2,.507,.500,0.4,0.6,.650,0.8,1.9,2.7,1.2,0.4,0.8,0.5,1.5,2.6
41,DeAndre' Bembry\bembrde01,SG,24,ATL,33,2,22.7,3.1,7.3,.417,0.8,2.4,.333,2.3,5.0,.457,.471,1.1,1.8,.600,0.5,3.6,4.1,2.7,1.2,0.6,1.6,2.4,8.0
42,Dragan Bender\bendedr01,PF,21,PHO,11,0,8.0,0.7,2.0,.364,0.2,1.2,.154,0.5,0.8,.667,.409,0.5,0.5,1.000,0.5,0.9,1.4,0.5,0.0,0.0,0.5,0.7,2.1
43,Davis Bertans\bertada01,PF,26,SAS,31,4,18.0,2.6,5.1,.506,1.9,3.7,.500,0.7,1.4,.524,.690,0.7,0.8,.917,0.4,2.6,3.0,1.0,0.4,0.4,0.5,1.4,7.7
44,Patrick Beverley\beverpa01,PG,30,LAC,34,16,24.5,2.2,6.1,.364,1.2,3.5,.339,1.0,2.6,.398,.461,1.2,1.6,.792,0.7,3.1,3.8,3.5,0.7,0.3,1.1,3.5,6.8
45,Khem Birch\birchkh01,C,26,ORL,11,0,8.1,0.9,1.7,.526,0.0,0.0,,0.9,1.7,.526,.526,0.4,0.4,1.000,0.5,1.3,1.8,0.2,0.4,0.2,0.3,1.0,2.2
46,Bismack Biyombo\biyombi01,C,26,CHO,10,0,7.7,0.7,1.2,.583,0.0,0.0,,0.7,1.2,.583,.583,0.4,0.9,.444,0.5,1.3,1.8,0.2,0.1,0.9,0.4,1.7,1.8
47,Nemanja Bjelica\bjeline01,PF,30,SAC,34,33,24.5,4.1,8.1,.509,1.6,3.6,.455,2.5,4.5,.552,.610,1.0,1.3,.773,1.4,4.4,5.9,1.9,0.9,0.9,1.4,2.7,10.9
48,Antonio Blakeney\blakean01,SG,22,CHI,28,0,15.9,3.4,8.0,.420,1.0,2.1,.450,2.4,5.9,.409,.480,1.1,1.6,.682,0.2,1.7,1.9,0.5,0.3,0.2,0.8,0.7,8.8
49,Eric Bledsoe\bledser01,PG,29,MIL,33,33,29.9,6.1,12.1,.501,1.6,4.6,.342,4.5,7.5,.599,.566,2.2,3.0,.735,1.1,3.3,4.4,5.7,1.3,0.5,2.2,2.3,15.9
50,Jaron Blossomgame\blossja01,SF,25,CLE,12,2,17.8,1.8,3.7,.500,0.7,1.8,.381,1.2,1.9,.609,.591,0.3,0.4,.800,1.1,2.8,3.8,0.7,0.3,0.3,0.4,0.8,4.7
51,Bogdan Bogdanovic\bogdabo01,SG,26,SAC,22,4,26.9,5.3,12.4,.430,2.0,5.5,.361,3.3,6.8,.487,.511,2.4,3.0,.800,0.5,2.8,3.3,3.9,0.7,0.1,1.3,2.1,15.0
52,Bojan Bogdanovic\bogdabo02,SF,29,IND,35,35,31.7,5.7,11.2,.508,2.1,4.5,.468,3.6,6.7,.534,.602,2.9,3.5,.828,0.5,3.4,3.9,1.5,0.9,0.0,1.8,1.7,16.4
53,Jonah Bolden\boldejo01,PF,23,PHI,10,0,7.9,0.6,1.7,.353,0.1,1.0,.100,0.5,0.7,.714,.382,0.3,0.6,.500,0.3,1.8,2.1,0.3,0.3,0.7,0.6,1.1,1.6
54,Isaac Bonga\bongais01,PG,19,LAL,5,0,3.4,0.4,1.4,.286,0.0,0.2,.000,0.4,1.2,.333,.286,0.4,0.6,.667,0.4,0.4,0.8,0.6,0.6,0.0,0.4,0.6,1.2
55,Devin Booker\bookede01,SG,22,PHO,25,25,36.2,9.0,20.2,.448,2.4,7.6,.323,6.6,12.6,.524,.509,4.7,5.6,.849,0.6,3.4,4.0,7.0,1.1,0.2,4.0,3.4,25.2
56,Chris Boucher\bouchch01,PF,26,TOR,7,0,4.4,0.9,2.1,.400,0.3,1.1,.250,0.6,1.0,.571,.467,0.9,1.1,.750,0.6,1.1,1.7,0.0,0.1,1.1,0.3,0.9,2.9
57,Avery Bradley\bradlav01,SG,28,LAC,28,28,29.4,3.2,8.1,.390,0.9,3.1,.299,2.3,5.0,.447,.447,0.4,0.5,.800,0.6,1.8,2.4,1.9,0.6,0.4,1.4,2.9,7.7
58,Mikal Bridges\bridgmi01,SF,22,PHO,35,21,25.4,2.7,6.5,.415,1.2,3.5,.333,1.5,3.0,.509,.504,0.9,1.1,.842,0.6,2.1,2.7,1.4,1.4,0.4,0.7,2.2,7.5
59,Miles Bridges\bridgmi02,SF,20,CHO,32,0,20.2,2.8,6.0,.466,0.9,2.6,.354,1.9,3.4,.550,.542,0.8,1.1,.750,0.6,3.3,3.8,1.0,0.6,0.8,0.7,1.4,7.3
60,Isaiah Briscoe\briscis01,PG,22,ORL,12,0,6.7,0.8,2.1,.360,0.1,0.2,.500,0.7,1.9,.348,.380,0.2,0.4,.400,0.0,0.5,0.5,0.8,0.0,0.0,0.3,0.7,1.8
61,Ryan Broekhoff\broekry01,SG,28,DAL,15,0,4.9,0.5,1.5,.364,0.3,1.2,.278,0.2,0.3,.750,.477,0.1,0.1,1.000,0.1,0.7,0.9,0.2,0.1,0.1,0.1,0.3,1.5
62,Malcolm Brogdon\brogdma01,SG,26,MIL,30,30,29.6,5.9,11.6,.506,1.7,4.0,.437,4.1,7.6,.541,.580,1.7,1.8,.981,1.1,3.7,4.7,3.4,0.6,0.2,1.7,1.6,15.2
63,Dillon Brooks\brookdi01,SF,23,MEM,13,0,18.1,2.2,5.7,.392,0.5,1.7,.318,1.7,4.0,.423,.439,1.1,1.5,.700,0.5,1.5,1.9,0.9,0.6,0.3,0.9,2.5,6.1
64,MarShon Brooks\brookma01,SG,30,MEM,28,0,13.7,2.7,6.0,.452,0.5,1.9,.278,2.2,4.1,.535,.497,0.8,1.2,.697,0.4,1.2,1.6,0.9,0.3,0.1,0.7,1.2,6.8
65,Bruce Brown\brownbr01,SG,22,DET,25,8,17.8,1.8,4.2,.429,0.4,1.3,.273,1.4,2.9,.500,.471,0.6,0.9,.652,0.6,1.9,2.5,1.0,0.5,0.6,0.6,2.4,4.6
66,Jaylen Brown\brownja02,SG,22,BOS,28,20,26.6,4.4,10.6,.409,1.0,3.8,.271,3.3,6.8,.487,.458,1.6,2.5,.648,1.1,2.9,4.0,1.5,0.9,0.6,1.4,2.6,11.4
67,Lorenzo Brown\brownlo01,PG,28,TOR,22,0,9.0,1.0,3.0,.338,0.3,1.2,.222,0.7,1.7,.421,.385,0.1,0.1,1.000,0.2,1.1,1.3,1.2,0.5,0.2,0.7,1.0,2.4
68,Sterling Brown\brownst02,SG,23,MIL,24,0,14.2,2.0,4.3,.461,0.7,2.0,.354,1.3,2.3,.556,.544,0.3,0.4,.800,0.5,2.4,2.9,1.0,0.3,0.1,0.5,1.3,5.0
69,Troy Brown\browntr01,SF,19,WAS,16,0,6.4,0.8,2.3,.324,0.1,0.4,.286,0.6,1.9,.333,.351,0.4,0.6,.700,0.2,1.1,1.3,0.9,0.4,0.0,0.3,0.5,2.1
70,Jalen Brunson\brunsja01,PG,22,DAL,29,9,17.0,2.6,5.6,.454,0.5,1.8,.275,2.1,3.9,.536,.497,0.8,1.2,.611,0.3,1.2,1.6,1.8,0.6,0.0,0.8,1.4,6.3
71,Thomas Bryant\bryanth01,C,21,WAS,25,19,15.5,3.0,4.5,.664,0.2,0.9,.273,2.8,3.6,.758,.690,1.2,1.4,.829,1.1,3.3,4.4,0.8,0.3,0.6,0.6,1.2,7.4
72,Reggie Bullock\bullore01,SG,27,DET,24,24,30.1,4.0,9.4,.420,2.3,5.8,.393,1.7,3.6,.465,.542,1.4,1.5,.892,0.3,2.0,2.3,2.3,0.6,0.1,1.1,1.7,11.6
73,Trey Burke\burketr01,PG,26,NYK,24,5,20.2,4.1,10.3,.399,1.0,2.7,.354,3.2,7.6,.415,.446,1.7,2.1,.804,0.6,1.7,2.3,3.0,0.7,0.1,1.0,0.9,10.9
74,Alec Burks\burksal01,SG,27,TOT,32,7,21.5,3.2,8.5,.371,1.1,3.1,.347,2.1,5.4,.385,.434,2.0,2.5,.800,0.3,3.0,3.3,1.8,0.6,0.4,1.1,1.3,9.4
74,Alec Burks\burksal01,SG,27,UTA,17,0,15.8,2.8,6.7,.412,0.9,2.5,.372,1.8,4.2,.437,.482,1.9,2.2,.868,0.1,1.5,1.6,1.2,0.4,0.2,0.9,1.3,8.4
74,Alec Burks\burksal01,SG,27,CLE,15,7,28.0,3.6,10.5,.342,1.2,3.7,.327,2.4,6.9,.350,.399,2.1,2.8,.738,0.6,4.7,5.3,2.6,0.8,0.5,1.3,1.3,10.5
75,Deonte Burton\burtode02,SG,25,OKC,15,0,8.7,1.3,3.1,.435,0.3,0.9,.308,1.1,2.2,.485,.478,0.3,0.4,.833,0.1,1.0,1.1,0.3,0.2,0.3,0.5,1.1,3.3
76,Jimmy Butler\butleji01,SG,29,TOT,28,28,33.4,7.0,14.7,.474,1.5,3.8,.390,5.5,10.9,.503,.524,4.3,5.1,.839,1.7,3.3,5.0,3.6,2.1,0.7,1.5,1.8,19.7
77,Jose Calderon\caldejo01,PG,37,DET,26,0,13.4,1.0,3.0,.325,0.2,1.4,.162,0.7,1.5,.475,.364,0.2,0.3,.714,0.3,1.0,1.3,2.5,0.5,0.1,0.7,1.4,2.3
78,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,34,3,22.1,2.9,7.0,.420,1.4,4.1,.353,1.5,2.9,.515,.523,1.7,1.9,.905,0.4,2.0,2.4,0.9,0.8,0.1,0.5,1.5,9.0
79,Isaiah Canaan\canaais01,PG,27,PHO,19,15,26.5,2.7,6.8,.395,1.3,3.8,.347,1.4,3.0,.456,.492,0.8,1.1,.750,0.3,2.3,2.6,3.3,0.6,0.0,1.5,2.4,7.5
80,Clint Capela\capelca01,C,24,HOU,33,33,33.6,7.5,11.8,.635,0.0,0.0,,7.5,11.8,.635,.635,2.1,3.7,.570,4.9,7.5,12.5,1.5,0.6,2.0,1.7,2.9,17.1
81,DeMarre Carroll\carrode01,SF,32,BRK,25,0,22.8,2.7,7.6,.354,1.3,4.2,.311,1.4,3.3,.410,.442,2.2,2.8,.789,1.0,3.8,4.8,0.8,0.4,0.1,1.1,1.5,8.9
82,Jevon Carter\carteje01,PG,23,MEM,4,0,15.8,1.8,4.8,.368,0.5,2.3,.222,1.3,2.5,.500,.421,0.0,0.0,,0.0,1.3,1.3,0.8,0.8,0.3,1.0,2.5,4.0
83,Vince Carter\cartevi01,SF,42,ATL,30,8,17.8,2.6,6.3,.411,1.5,4.0,.364,1.1,2.3,.493,.526,0.6,0.7,.773,0.4,2.3,2.7,1.1,0.6,0.4,0.6,1.7,7.2
84,Wendell Carter\cartewe01,C,19,CHI,35,35,24.6,4.1,8.6,.477,0.1,0.7,.192,3.9,7.8,.504,.485,2.0,2.6,.772,1.9,4.8,6.7,1.9,0.5,1.5,1.5,3.6,10.3
85,Michael Carter-Williams\cartemi01,PG,27,HOU,16,1,9.1,1.6,3.8,.410,0.4,1.2,.368,1.1,2.6,.429,.467,0.8,1.6,.462,0.2,0.6,0.8,1.3,0.6,0.4,0.6,1.7,4.3
86,Omri Casspi\casspom01,SF,30,MEM,24,0,12.3,2.0,3.6,.563,0.4,1.0,.360,1.7,2.6,.645,.615,1.0,1.6,.605,0.3,2.7,3.0,0.9,0.4,0.2,0.5,0.9,5.4
87,Willie Cauley-Stein\caulewi01,C,25,SAC,34,34,28.4,6.0,11.1,.543,0.0,0.0,1.000,6.0,11.0,.541,.544,1.8,3.5,.525,2.3,6.2,8.5,2.4,1.2,0.6,1.3,3.1,13.9
88,Tyson Chandler\chandty01,C,36,TOT,30,2,18.4,1.2,2.0,.574,0.0,0.0,,1.2,2.0,.574,.574,1.0,1.6,.638,1.9,4.6,6.6,0.7,0.6,0.4,0.8,2.5,3.3
88,Tyson Chandler\chandty01,C,36,PHO,7,0,12.7,1.1,1.7,.667,0.0,0.0,,1.1,1.7,.667,.667,1.4,2.6,.556,1.0,4.6,5.6,0.9,0.3,0.1,1.0,3.0,3.7
88,Tyson Chandler\chandty01,C,36,LAL,23,2,20.2,1.2,2.1,.551,0.0,0.0,,1.2,2.1,.551,.551,0.9,1.3,.690,2.2,4.7,6.9,0.7,0.7,0.5,0.8,2.4,3.2
89,Wilson Chandler\chandwi01,PF,31,PHI,22,18,26.2,2.6,5.7,.452,1.2,3.0,.403,1.4,2.7,.508,.560,0.3,0.5,.636,1.4,3.5,5.0,2.0,0.3,0.5,1.2,2.7,6.7
90,Marquese Chriss\chrisma01,PF,21,HOU,10,0,5.7,0.8,2.2,.364,0.1,1.0,.100,0.7,1.2,.583,.386,0.2,0.3,.667,0.3,0.8,1.1,0.3,0.1,0.2,0.5,0.9,1.9
