Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
91,Gary Clark\clarkga01,PF,24,HOU,24,0,16.0,1.1,3.5,.306,0.9,3.3,.282,0.2,0.3,.571,.435,0.3,0.3,1.000,0.6,2.3,2.8,0.5,0.4,0.7,0.1,1.1,3.3
92,Ian Clark\clarkia01,SG,27,NOP,25,0,14.1,1.5,4.2,.352,0.6,2.0,.286,0.9,2.2,.411,.419,0.4,0.4,.900,0.2,1.4,1.5,1.3,0.2,0.1,0.8,1.4,3.9
93,Jordan Clarkson\clarkjo01,SG,26,CLE,34,0,26.4,6.8,15.0,.451,1.7,5.2,.335,5.0,9.8,.512,.509,1.9,2.2,.851,1.1,2.4,3.5,2.2,0.6,0.1,1.7,1.6,17.1
94,John Collins\collijo01,PF,21,ATL,17,15,28.9,7.8,13.3,.584,0.6,2.3,.256,7.2,11.0,.652,.606,2.5,3.6,.694,3.5,6.5,10.0,2.4,0.1,0.6,2.5,3.0,18.6
95,Zach Collins\colliza01,C,21,POR,34,0,19.2,2.8,5.6,.503,0.6,1.7,.322,2.2,3.8,.585,.553,1.4,1.6,.857,1.4,2.9,4.3,0.9,0.3,0.9,1.2,2.7,7.6
96,Darren Collison\collida01,PG,31,IND,35,35,27.9,3.3,7.7,.433,0.9,2.5,.356,2.4,5.2,.470,.491,1.4,1.9,.754,0.5,2.4,2.9,5.5,1.4,0.2,1.5,1.9,8.9
97,Mike Conley\conlemi01,PG,31,MEM,33,33,34.1,6.8,16.3,.420,2.3,6.3,.359,4.6,10.0,.459,.490,4.4,5.2,.842,0.5,2.8,3.4,6.5,1.2,0.5,1.8,1.7,20.3
98,Pat Connaughton\connapa01,SG,26,MIL,24,1,19.0,2.3,5.6,.407,1.0,3.5,.286,1.3,2.1,.608,.496,0.6,0.8,.700,1.0,3.0,3.9,2.0,0.5,0.6,0.4,1.2,6.2
99,Quinn Cook\cookqu01,PG,25,GSW,30,8,16.3,3.1,6.7,.468,1.2,2.9,.430,1.9,3.8,.496,.560,0.4,0.6,.765,0.3,2.1,2.3,1.8,0.4,0.1,0.8,1.5,7.9
100,Robert Covington\covinro01,SF,28,TOT,32,32,33.9,4.3,10.0,.425,2.3,6.2,.377,1.9,3.8,.504,.542,1.8,2.4,.763,0.7,4.9,5.6,1.2,2.1,1.3,1.3,3.5,12.7
101,Allen Crabbe\crabbal01,SG,26,BRK,28,15,26.1,3.0,8.9,.343,2.3,6.0,.387,0.7,2.9,.250,.474,1.1,1.4,.789,0.5,3.0,3.5,1.1,0.6,0.3,1.1,2.4,9.5
102,Torrey Craig\craigto01,SF,28,DEN,27,21,20.0,2.0,4.9,.409,0.6,2.3,.270,1.4,2.6,.536,.473,0.4,0.7,.600,1.4,2.2,3.6,0.8,0.4,0.5,0.7,2.3,5.1
103,Jamal Crawford\crawfja01,SG,38,PHO,30,0,17.6,2.3,6.5,.352,0.8,2.8,.282,1.5,3.7,.405,.413,1.4,1.7,.840,0.2,1.0,1.2,3.3,0.4,0.2,1.5,1.3,6.8
104,Jae Crowder\crowdja01,SF,28,UTA,35,6,27.5,4.0,9.7,.416,2.1,6.2,.338,1.9,3.5,.553,.524,2.0,2.8,.732,0.7,4.1,4.8,1.6,0.7,0.4,1.0,2.0,12.2
105,Dante Cunningham\cunnida01,PF,31,SAS,32,21,20.7,1.6,3.4,.477,0.8,1.5,.510,0.8,1.9,.450,.592,0.3,0.4,.833,1.2,3.3,4.5,1.1,0.6,0.4,0.5,1.8,4.3
106,Seth Curry\curryse01,SG,28,POR,28,1,16.7,1.8,4.4,.410,1.2,2.4,.493,0.6,2.0,.309,.545,0.2,0.2,1.000,0.3,1.0,1.3,0.9,0.3,0.1,0.7,1.3,4.9
107,Stephen Curry\curryst01,PG,30,GSW,24,24,34.3,9.5,19.5,.487,5.0,10.9,.458,4.5,8.6,.524,.615,4.6,4.9,.941,0.6,4.4,5.0,5.2,1.3,0.3,2.9,2.7,28.6
108,Troy Daniels\danietr01,SG,27,PHO,15,0,15.0,2.3,5.3,.425,1.6,4.0,.400,0.7,1.3,.500,.575,0.5,0.5,.875,0.3,1.1,1.3,0.5,0.7,0.1,0.8,1.5,6.6
109,Anthony Davis\davisan02,C,25,NOP,31,31,36.9,10.2,20.3,.502,1.0,3.0,.319,9.2,17.2,.534,.525,6.8,8.5,.806,3.2,9.7,12.9,4.6,1.7,2.7,2.2,2.6,28.1
110,Ed Davis\davised01,C,29,BRK,36,1,17.8,2.4,3.9,.610,0.0,0.1,.000,2.4,3.9,.619,.610,0.9,1.6,.552,3.1,5.1,8.2,0.7,0.5,0.4,0.8,2.8,5.7
111,Tyler Davis\davisty01,C,21,OKC,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Dewayne Dedmon\dedmode01,C,29,ATL,27,16,24.0,3.4,7.3,.470,0.9,2.6,.333,2.6,4.8,.543,.528,1.4,1.7,.844,1.4,6.0,7.4,1.3,1.1,1.0,1.3,3.3,9.1
113,Sam Dekker\dekkesa01,PF-SF,24,TOT,17,5,16.9,2.9,5.6,.526,0.4,1.2,.286,2.6,4.4,.595,.558,0.5,0.7,.750,0.9,2.3,3.2,0.9,1.2,0.1,0.6,1.1,6.8
114,Matthew Dellavedova\dellama01,PG,28,TOT,20,0,12.7,1.8,3.8,.467,0.9,2.0,.425,0.9,1.8,.514,.580,0.6,0.7,.923,0.0,1.3,1.3,3.1,0.3,0.0,1.2,1.2,5.0
115,Luol Deng\denglu01,SF,33,MIN,4,0,8.0,1.3,3.3,.385,0.0,1.3,.000,1.3,2.0,.625,.385,0.5,0.8,.667,1.5,1.5,3.0,0.3,0.8,0.3,0.5,0.8,3.0
116,DeMar DeRozan\derozde01,SG,29,SAS,35,35,35.0,8.9,18.4,.481,0.2,1.1,.179,8.7,17.3,.500,.486,5.4,6.4,.840,0.7,4.9,5.7,6.2,0.9,0.5,2.4,2.2,23.3
117,Marcus Derrickson\derrima01,SF,22,GSW,4,0,4.8,0.5,1.5,.333,0.3,0.8,.333,0.3,0.8,.333,.417,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.3,1.3
118,Cheick Diallo\diallch01,PF,22,NOP,25,0,9.8,1.5,2.6,.569,0.0,0.0,.000,1.5,2.6,.578,.569,0.6,0.8,.800,0.9,2.7,3.6,0.4,0.4,0.5,0.7,1.4,3.6
119,Hamidou Diallo\diallha01,SG,20,OKC,27,2,12.7,2.2,4.4,.504,0.1,0.7,.222,2.1,3.7,.554,.521,1.0,1.6,.643,1.0,1.5,2.5,0.4,0.6,0.3,0.6,1.9,5.6
120,Gorgui Dieng\dienggo01,C,29,MIN,34,0,13.9,2.3,4.7,.491,0.2,0.7,.250,2.1,4.0,.533,.509,1.1,1.3,.864,0.9,3.2,4.1,0.8,0.5,0.6,0.8,1.9,5.9
121,Spencer Dinwiddie\dinwisp01,PG,25,BRK,36,3,29.2,6.0,12.7,.471,2.1,5.7,.373,3.9,7.0,.552,.555,4.1,5.2,.786,0.5,2.0,2.5,5.3,0.6,0.3,2.2,2.8,18.1
122,Donte DiVincenzo\divindo01,SG,22,MIL,22,0,16.1,1.9,4.9,.393,0.8,3.1,.246,1.1,1.7,.658,.472,0.4,0.5,.818,0.6,2.0,2.5,1.2,0.5,0.2,0.8,1.5,5.0
123,Luka Doncic\doncilu01,PF,19,DAL,32,32,32.4,6.3,14.6,.429,2.1,6.0,.354,4.1,8.6,.482,.502,4.4,5.7,.770,1.1,5.6,6.7,5.1,1.1,0.3,3.3,2.0,19.0
124,Tyler Dorsey\dorsety01,SG,22,ATL,16,0,10.8,1.4,4.0,.359,0.3,1.5,.208,1.1,2.5,.450,.398,0.8,1.3,.571,0.4,1.6,1.9,0.9,0.3,0.0,0.5,0.8,3.9
125,Damyean Dotson\dotsoda01,SG,24,NYK,26,9,25.6,4.2,9.1,.464,1.4,3.9,.363,2.8,5.2,.541,.542,0.6,0.9,.696,0.8,3.1,3.9,1.0,0.8,0.2,0.8,1.8,10.5
126,PJ Dozier\doziepj01,PG,22,BOS,2,0,4.0,1.5,3.0,.500,0.5,1.0,.500,1.0,2.0,.500,.583,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,3.5
127,Goran Dragic\dragigo01,PG,32,MIA,14,14,29.1,5.5,13.4,.410,1.6,5.0,.314,3.9,8.4,.466,.468,2.7,3.6,.760,0.6,2.5,3.1,4.9,0.7,0.3,2.5,2.1,15.3
128,Andre Drummond\drumman01,C,25,DET,32,32,33.4,7.3,14.6,.503,0.1,0.7,.174,7.2,13.9,.520,.507,2.8,5.5,.520,5.6,9.8,15.4,1.3,1.5,1.9,2.5,3.5,17.7
129,Jared Dudley\dudleja01,PF,33,BRK,36,20,21.8,1.9,4.4,.428,0.9,2.8,.340,0.9,1.6,.576,.535,0.6,0.9,.667,0.7,2.1,2.8,1.6,0.6,0.3,0.8,2.6,5.3
130,Kris Dunn\dunnkr01,PG,24,CHI,9,7,29.7,5.8,11.9,.486,0.3,1.4,.231,5.4,10.4,.521,.500,1.6,2.1,.737,0.1,5.2,5.3,5.8,1.2,0.1,2.6,4.6,13.4
131,Kevin Durant\duranke01,PF,30,GSW,35,35,35.8,9.8,19.5,.505,1.8,5.0,.366,8.0,14.5,.553,.552,7.3,7.9,.928,0.5,7.3,7.8,6.1,0.9,1.0,3.4,2.0,28.8
132,Vince Edwards\edwarvi01,SF,22,HOU,1,0,4.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
133,Henry Ellenson\ellenhe01,PF,22,DET,2,0,12.5,2.0,5.0,.400,1.0,2.0,.500,1.0,3.0,.333,.500,1.0,1.0,1.000,0.0,4.5,4.5,0.5,0.0,0.0,0.0,1.0,6.0
134,Wayne Ellington\ellinwa01,SG,31,MIA,20,10,22.7,2.7,7.6,.358,2.3,6.3,.365,0.4,1.3,.320,.510,0.6,0.7,.846,0.3,1.8,2.1,1.4,1.1,0.2,0.7,1.7,8.3
135,Joel Embiid\embiijo01,C,24,PHI,34,34,33.9,8.8,18.3,.483,1.1,3.9,.282,7.7,14.4,.537,.513,7.9,9.8,.802,2.3,10.9,13.2,3.5,0.5,1.8,3.4,3.3,26.6
136,James Ennis\ennisja01,SF,28,HOU,23,22,25.2,2.9,6.0,.489,1.3,3.5,.363,1.7,2.5,.667,.595,1.0,1.3,.710,1.0,1.8,2.7,0.6,0.9,0.4,0.6,3.3,8.0
137,Drew Eubanks\eubandr01,PF,21,SAS,7,0,4.9,1.3,1.6,.818,0.0,0.0,,1.3,1.6,.818,.818,0.6,0.9,.667,0.1,1.0,1.1,0.1,0.1,0.0,0.3,0.1,3.1
138,Jacob Evans\evansja02,SG,21,GSW,19,0,4.5,0.2,1.1,.200,0.1,0.3,.200,0.2,0.8,.200,.225,0.0,0.1,.000,0.1,0.3,0.4,0.6,0.1,0.1,0.2,0.6,0.5
139,Jawun Evans\evansja01,PG,22,PHO,4,0,11.5,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,0.0,0.0,,0.3,2.3,2.5,2.0,0.5,0.0,1.0,1.5,1.0
140,Tyreke Evans\evansty01,SG,29,IND,31,11,21.3,3.7,9.8,.375,1.3,3.5,.373,2.4,6.3,.376,.442,1.8,2.3,.778,0.6,2.3,2.9,2.5,1.2,0.3,2.0,1.9,10.5
141,Dante Exum\exumda01,PG,23,UTA,34,0,16.0,2.4,5.6,.423,0.4,1.5,.280,1.9,4.1,.475,.460,1.7,2.2,.763,0.3,1.3,1.6,2.3,0.4,0.1,1.2,1.6,6.8
142,Kenneth Faried\farieke01,PF,29,BRK,9,0,5.6,1.2,1.6,.786,0.0,0.0,,1.2,1.6,.786,.786,0.3,0.8,.429,0.8,1.1,1.9,0.1,0.1,0.1,0.4,0.3,2.8
143,Derrick Favors\favorde01,C,27,UTA,34,29,23.1,4.5,7.4,.601,0.3,0.9,.290,4.2,6.5,.644,.619,1.9,3.0,.627,2.9,4.1,7.0,1.0,0.8,1.2,1.2,2.3,11.1
144,Cristiano Felicio\feliccr01,C,26,CHI,23,0,11.1,1.3,2.3,.558,0.0,0.0,.000,1.3,2.2,.569,.558,0.6,0.8,.737,1.0,2.4,3.3,0.6,0.1,0.1,0.6,1.0,3.1
145,Raymond Felton\feltora01,PG,34,OKC,13,0,11.0,1.9,5.5,.352,0.4,2.2,.179,1.5,3.3,.465,.387,0.6,0.7,.889,0.2,1.3,1.5,1.8,0.5,0.3,0.8,0.8,4.8
146,Terrance Ferguson\fergute01,SG,20,OKC,27,27,21.0,1.7,4.4,.381,0.8,2.6,.310,0.9,1.7,.489,.475,0.4,0.5,.714,0.6,1.1,1.7,0.7,0.5,0.2,0.6,2.7,4.5
147,Yogi Ferrell\ferreyo01,SG,25,SAC,24,2,13.1,1.9,4.8,.404,0.6,2.0,.319,1.3,2.8,.463,.469,1.0,1.0,.920,0.1,1.4,1.5,1.7,0.3,0.1,0.5,0.7,5.4
148,Dorian Finney-Smith\finnedo01,SF,25,DAL,33,11,25.5,2.9,6.3,.459,1.2,3.2,.362,1.7,3.1,.559,.551,1.1,1.6,.667,1.6,2.6,4.2,0.7,1.0,0.5,0.8,2.7,8.0
149,Bryn Forbes\forbebr01,PG,25,SAS,35,35,26.9,4.6,9.9,.465,2.0,4.8,.420,2.6,5.1,.508,.568,0.9,1.1,.842,0.2,2.3,2.5,2.3,0.6,0.1,1.2,2.4,12.1
150,Evan Fournier\fournev01,SG,26,ORL,32,32,30.4,5.8,13.8,.424,2.1,6.4,.332,3.7,7.4,.504,.501,1.7,2.2,.757,0.5,2.7,3.2,3.8,0.9,0.2,2.1,3.0,15.5
151,De'Aaron Fox\foxde01,PG,21,SAC,34,34,31.8,6.4,13.4,.475,1.2,3.1,.404,5.1,10.4,.496,.521,4.1,5.7,.722,0.5,2.9,3.5,7.6,1.6,0.6,3.1,2.4,18.1
152,Melvin Frazier\frazime01,SG,22,ORL,3,0,5.3,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,1.0,0.0
153,Tim Frazier\fraziti01,PG,28,NOP,26,16,20.0,1.7,4.0,.437,0.7,1.7,.409,1.0,2.3,.458,.524,0.7,0.8,.773,0.8,2.0,2.8,4.7,0.6,0.1,1.4,2.2,4.8
154,Channing Frye\fryech01,C,35,CLE,14,3,8.1,1.0,2.6,.389,0.9,1.9,.444,0.1,0.6,.222,.556,0.2,0.2,1.000,0.1,1.5,1.6,0.2,0.2,0.1,0.6,1.0,3.1
155,Markelle Fultz\fultzma01,SG,20,PHI,19,15,22.5,3.4,8.2,.419,0.2,0.7,.286,3.2,7.4,.433,.432,1.1,1.9,.568,1.4,2.3,3.7,3.1,0.9,0.3,1.3,2.7,8.2
156,Danilo Gallinari\gallida01,SF,30,LAC,33,33,31.3,5.9,12.8,.460,2.5,5.3,.466,3.4,7.5,.456,.556,5.3,5.8,.921,0.9,5.2,6.1,2.3,0.7,0.3,1.3,2.1,19.5
157,Langston Galloway\gallola01,SG,27,DET,31,1,24.7,3.4,8.3,.406,1.8,5.3,.350,1.5,3.0,.505,.518,1.1,1.4,.791,0.7,2.0,2.6,1.2,0.4,0.1,0.5,2.0,9.6
158,Marc Gasol\gasolma01,C,34,MEM,34,34,34.5,5.7,13.0,.440,1.6,4.3,.377,4.1,8.7,.471,.502,3.2,4.2,.768,1.1,7.5,8.6,4.3,1.4,1.5,2.1,2.7,16.2
159,Pau Gasol\gasolpa01,C,38,SAS,9,0,17.4,2.4,4.8,.512,0.4,0.8,.571,2.0,4.0,.500,.558,1.4,2.0,.722,1.2,4.9,6.1,3.3,0.1,1.0,0.8,1.8,6.8
160,Rudy Gay\gayru01,SF,32,SAS,31,28,27.0,5.5,10.5,.525,1.2,2.6,.451,4.3,7.9,.549,.581,1.7,2.1,.844,1.0,5.8,6.8,2.4,0.8,0.6,1.5,2.5,14.0
161,Paul George\georgpa01,SF,28,OKC,33,33,35.4,9.0,20.0,.452,3.4,8.7,.390,5.6,11.3,.499,.536,4.8,5.7,.841,1.5,6.9,8.4,4.3,2.2,0.7,2.9,2.8,26.3
162,Taj Gibson\gibsota01,PF,33,MIN,33,33,25.3,4.3,7.9,.540,0.3,0.8,.423,3.9,7.1,.553,.561,1.6,2.3,.688,2.8,4.0,6.8,1.4,0.9,0.5,0.9,2.6,10.5
163,Harry Giles\gilesha01,PF,20,SAC,23,0,10.1,2.3,4.9,.469,0.0,0.1,.000,2.3,4.8,.482,.469,0.7,1.2,.556,1.0,1.8,2.7,1.1,0.7,0.2,1.0,2.3,5.3
164,Shai Gilgeous-Alexander\gilgesh01,PG,20,LAC,34,25,27.4,4.1,8.3,.491,0.6,1.5,.373,3.5,6.8,.517,.525,1.9,2.4,.802,0.8,2.2,3.0,2.9,1.0,0.6,1.7,1.9,10.6
165,Rudy Gobert\goberru01,C,26,UTA,35,35,31.0,5.6,8.6,.651,0.0,0.0,,5.6,8.6,.651,.651,3.5,5.6,.619,3.6,8.7,12.3,1.9,0.9,2.1,1.5,2.8,14.7
166,Brandon Goodwin\goodwbr01,PG,23,DEN,3,0,3.0,0.7,1.7,.400,0.7,0.7,1.000,0.0,1.0,.000,.600,1.3,1.3,1.000,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.0,3.3
167,Aaron Gordon\gordoaa01,PF,23,ORL,31,31,33.0,5.9,13.0,.450,1.6,4.3,.381,4.2,8.7,.485,.514,1.9,2.8,.682,1.8,5.6,7.5,3.1,0.9,0.8,1.8,2.5,15.3
168,Eric Gordon\gordoer01,SG,30,HOU,30,16,33.3,5.4,14.6,.371,2.6,8.6,.301,2.8,5.9,.472,.460,1.9,2.5,.784,0.4,2.0,2.4,2.1,0.5,0.5,1.5,2.1,15.3
169,Marcin Gortat\gortama01,C,34,LAC,27,27,17.2,2.0,4.0,.505,0.0,0.0,,2.0,4.0,.505,.505,0.9,1.2,.758,1.3,4.5,5.8,1.5,0.1,0.6,1.1,2.1,4.9
170,Devonte' Graham\grahade01,PG,23,CHO,13,0,9.2,1.2,2.9,.421,0.3,1.5,.211,0.9,1.5,.632,.474,0.2,0.2,1.000,0.0,0.8,0.8,1.8,0.4,0.0,0.5,0.5,2.9
171,Treveon Graham\grahatr01,SG,25,BRK,2,0,13.5,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.5,1.5,2.0,0.5,0.5,0.0,1.0,2.5,0.0
172,Jerami Grant\grantje01,PF,24,OKC,33,30,30.8,4.7,8.9,.527,1.2,3.1,.373,3.5,5.8,.609,.592,1.8,2.8,.649,1.0,3.8,4.8,1.0,0.7,1.3,0.9,2.6,12.4
173,Jerian Grant\grantje02,PG,26,ORL,33,0,19.3,1.6,4.1,.390,0.7,2.0,.333,0.9,2.1,.443,.471,0.5,0.7,.625,0.4,1.5,1.9,3.3,1.0,0.1,1.2,1.7,4.3
174,Danny Green\greenda02,SG,31,TOR,35,35,29.8,3.6,8.2,.444,2.3,5.5,.415,1.3,2.7,.505,.584,0.4,0.4,.933,1.0,3.2,4.2,1.3,0.9,0.8,1.1,2.4,9.9
175,Draymond Green\greendr01,PF,28,GSW,21,21,30.7,2.8,6.9,.407,0.5,2.3,.224,2.3,4.6,.500,.445,1.0,1.3,.741,0.9,7.0,7.9,6.6,1.9,0.8,3.1,3.3,7.1
176,Gerald Green\greenge01,SG,33,HOU,29,0,18.5,2.7,6.7,.402,1.8,5.3,.340,0.9,1.4,.634,.536,0.4,0.5,.857,0.5,2.0,2.4,0.4,0.3,0.2,0.7,1.9,7.6
177,JaMychal Green\greenja01,PF,28,MEM,22,2,23.2,4.0,8.2,.494,0.8,2.1,.362,3.3,6.0,.541,.542,1.3,1.7,.784,1.9,4.5,6.3,0.8,1.0,0.8,1.6,2.9,10.2
178,Jeff Green\greenje02,PF,32,WAS,33,10,25.8,3.9,7.8,.500,1.2,3.2,.368,2.7,4.5,.593,.576,2.0,2.2,.905,1.2,3.5,4.7,1.3,0.6,0.5,1.2,2.0,11.0
179,Blake Griffin\griffbl01,PF,29,DET,31,31,35.9,8.5,18.1,.469,2.3,6.4,.360,6.2,11.7,.527,.532,5.9,8.1,.730,1.3,7.6,8.9,5.2,0.7,0.5,3.8,2.8,25.2
180,Daniel Hamilton\hamilda02,SG,23,ATL,7,0,6.9,0.4,1.7,.250,0.3,0.9,.333,0.1,0.9,.167,.333,0.1,0.3,.500,0.0,0.6,0.6,0.7,0.1,0.0,0.4,0.6,1.3
181,Tim Hardaway\hardati02,SG,26,NYK,33,33,33.5,6.7,17.1,.391,2.8,7.8,.354,3.9,9.3,.422,.472,4.7,5.5,.852,0.5,2.8,3.4,3.0,1.0,0.2,2.0,2.5,20.8
182,James Harden\hardeja01,SG,29,HOU,30,30,36.7,9.6,21.7,.445,4.3,11.5,.376,5.3,10.1,.523,.545,8.7,10.2,.850,0.7,5.0,5.7,8.4,2.1,0.5,5.3,3.4,32.3
183,Maurice Harkless\harklma01,SF,25,POR,21,14,20.3,2.3,4.9,.466,0.6,1.8,.342,1.7,3.1,.538,.529,0.5,0.8,.625,0.7,2.7,3.4,0.8,0.7,0.8,0.6,2.7,5.7
184,Montrezl Harrell\harremo01,C,25,LAC,34,0,25.3,6.0,9.4,.636,0.0,0.1,.333,6.0,9.4,.638,.637,3.5,5.6,.615,2.4,4.2,6.7,1.6,0.8,1.6,1.3,2.7,15.5
185,Devin Harris\harride01,PG,35,DAL,23,0,15.7,2.2,5.4,.403,0.9,3.1,.296,1.3,2.3,.547,.488,1.7,2.1,.813,0.1,1.7,1.9,1.3,0.8,0.3,0.6,1.6,7.0
186,Gary Harris\harriga01,SG,24,DEN,21,21,32.3,6.2,14.1,.438,1.7,5.3,.324,4.5,8.9,.505,.498,2.5,3.2,.791,0.7,2.5,3.2,2.9,1.2,0.4,1.2,2.2,16.6
187,Joe Harris\harrijo01,SG,27,BRK,33,33,30.2,4.9,9.7,.509,2.5,5.2,.477,2.5,4.5,.547,.638,1.3,1.6,.827,0.7,2.8,3.6,2.5,0.6,0.2,1.4,2.8,13.7
